UserID,Consumption,UsageType,TariffPlan,Location,AverageDailyConsumption,TimeOfDay,MeterID,MeterStatus,PaymentHistory,FraudReported
6073,93.22,gas,Commercial,Houston,24.56,off-peak,M-7872,Normal,Late,1
6074,441.25,gas,Residential,Dallas,338.14,off-peak,M-7530,Tampered,On-Time,1
6075,200.26,gas,Residential,Los Angeles,283.34,peak,M-7710,Normal,On-Time,0
6076,182.57,electricity,Commercial,Seattle,273.43,peak,M-5182,Normal,On-Time,0
6077,439.99,gas,Commercial,New York,200.93,peak,M-7209,Tampered,On-Time,1
6078,84.04,electricity,Residential,New York,401.26,off-peak,M-1870,Normal,On-Time,0
6079,408.59,gas,Commercial,Chicago,289.45,peak,M-4265,Tampered,On-Time,1
6080,373.82,electricity,Residential,Los Angeles,150.37,off-peak,M-2711,Tampered,Late,1
6081,358.21,gas,Residential,Chicago,241.8,peak,M-5150,Tampered,Late,1
6082,485.38,electricity,Commercial,Chicago,261.53,off-peak,M-1929,Normal,On-Time,0
6083,405.6,electricity,Commercial,Los Angeles,321.09,peak,M-1209,Normal,Late,0
6084,346.75,gas,Residential,Los Angeles,279.33,off-peak,M-1704,Normal,Late,0
6085,389.59,gas,Commercial,Boston,42.38,off-peak,M-4349,Normal,Late,1
6086,227.26,electricity,Residential,Los Angeles,141.21,peak,M-9372,Tampered,Late,1
6087,116.77,gas,Residential,Dallas,69.62,off-peak,M-8842,Tampered,Late,1
6088,477.92,electricity,Commercial,Chicago,57.14,off-peak,M-9968,Tampered,On-Time,1
6089,212.28,electricity,Commercial,New York,340.99,peak,M-9686,Tampered,On-Time,1
6090,249.41,electricity,Commercial,New York,201.84,off-peak,M-3778,Tampered,On-Time,1
6091,280.49,electricity,Residential,Chicago,246.79,peak,M-6880,Normal,Late,0
6092,252.37,electricity,Commercial,Los Angeles,41.47,peak,M-1305,Normal,Late,1
6093,352.82,electricity,Residential,Dallas,490.54,peak,M-8901,Tampered,Late,1
6094,44.13,electricity,Residential,Miami,348.64,off-peak,M-8591,Normal,On-Time,0
6095,471.3,gas,Residential,New York,309.08,peak,M-5254,Tampered,Late,1
6096,245.41,electricity,Commercial,New York,210.69,off-peak,M-1825,Tampered,On-Time,1
6097,149.48,gas,Residential,Seattle,64.48,peak,M-8685,Normal,On-Time,1
6098,234.65,gas,Residential,Miami,488.13,peak,M-8900,Tampered,Late,1
6099,43.99,gas,Commercial,Los Angeles,145.17,off-peak,M-1301,Normal,Late,0
6100,48.38,electricity,Commercial,Boston,482.03,peak,M-7336,Tampered,On-Time,1
6101,290.46,gas,Residential,Seattle,410.04,off-peak,M-7321,Tampered,On-Time,1
6102,362.74,gas,Commercial,Dallas,193.95,peak,M-6757,Normal,On-Time,0
6103,313.49,electricity,Residential,Dallas,429.27,off-peak,M-1973,Normal,Late,0
6104,372.21,gas,Commercial,New York,167.12,off-peak,M-9057,Tampered,Late,1
6105,163.48,electricity,Residential,Los Angeles,191.05,peak,M-5064,Tampered,Late,1
6106,118.9,electricity,Residential,Dallas,395.69,peak,M-4946,Normal,Late,0
6107,148.26,gas,Commercial,Miami,389.38,peak,M-6223,Tampered,On-Time,1
6108,442.34,electricity,Commercial,Houston,407.18,off-peak,M-8289,Tampered,Late,1
6109,388.47,electricity,Commercial,New York,44.74,off-peak,M-9224,Normal,On-Time,1
6110,331.05,electricity,Commercial,New York,324.99,off-peak,M-1383,Normal,Late,0
6111,128.78,electricity,Commercial,Houston,222,peak,M-7897,Normal,On-Time,0
6112,258.29,gas,Residential,Miami,53.37,off-peak,M-9685,Tampered,Late,1
6113,487.77,gas,Residential,Los Angeles,459.85,off-peak,M-9679,Tampered,Late,1
6114,442.7,gas,Residential,Houston,71.93,off-peak,M-6932,Normal,On-Time,1
6115,367.58,gas,Commercial,Los Angeles,221.97,off-peak,M-3064,Normal,Late,0
6116,351.68,electricity,Commercial,Miami,45.06,peak,M-2463,Tampered,Late,1
6117,436.35,electricity,Commercial,Seattle,348.21,off-peak,M-1058,Tampered,Late,1
6118,459.02,gas,Commercial,Seattle,140.84,off-peak,M-2988,Normal,On-Time,1
6119,438.51,gas,Residential,New York,385.36,off-peak,M-5181,Normal,On-Time,0
6120,295.86,electricity,Commercial,Houston,226.25,peak,M-9007,Tampered,On-Time,1
6121,476.52,electricity,Residential,Houston,360.41,peak,M-9672,Normal,On-Time,0
6122,211.15,electricity,Commercial,Seattle,173.59,off-peak,M-1360,Normal,Late,0
6123,236.15,electricity,Commercial,Dallas,143.12,off-peak,M-5615,Tampered,On-Time,1
6124,136.29,gas,Residential,Houston,218.87,peak,M-4494,Normal,Late,0
6125,347.91,electricity,Residential,Los Angeles,271.05,peak,M-6293,Tampered,Late,1
6126,115.29,gas,Commercial,New York,68.08,off-peak,M-9650,Tampered,On-Time,1
6127,130.42,gas,Commercial,Houston,363.51,peak,M-7051,Tampered,On-Time,1
6128,219.88,gas,Residential,New York,199.33,off-peak,M-2150,Normal,On-Time,0
6129,331.88,electricity,Residential,Miami,90.86,peak,M-7743,Tampered,On-Time,1
6130,221.14,electricity,Commercial,Los Angeles,73.74,off-peak,M-4336,Normal,On-Time,1
6131,70.6,gas,Residential,Dallas,155.04,peak,M-7115,Normal,Late,0
6132,492.99,electricity,Residential,Miami,130.18,off-peak,M-5630,Normal,On-Time,1
6133,389.69,electricity,Commercial,Miami,266.13,off-peak,M-6112,Tampered,On-Time,1
6134,37.02,gas,Residential,Seattle,148.73,peak,M-9551,Normal,Late,0
6135,108,electricity,Commercial,Dallas,22.03,peak,M-8445,Tampered,Late,1
6136,48.53,gas,Residential,Chicago,9.29,off-peak,M-3095,Normal,On-Time,1
6137,448.39,gas,Commercial,Boston,86.75,off-peak,M-1574,Tampered,Late,1
6138,313.77,gas,Residential,Miami,456.55,off-peak,M-3300,Tampered,On-Time,1
6139,393.64,electricity,Commercial,Chicago,114.87,off-peak,M-8174,Tampered,On-Time,1
6140,404.03,electricity,Commercial,Houston,464.15,off-peak,M-5721,Normal,Late,0
6141,142.65,gas,Commercial,Miami,411.41,peak,M-2845,Normal,On-Time,0
6142,281,gas,Commercial,Chicago,227.85,off-peak,M-5317,Normal,Late,0
6143,353.39,electricity,Residential,Houston,176.55,peak,M-9000,Tampered,Late,1
6144,69.49,electricity,Commercial,New York,355.85,off-peak,M-1170,Normal,On-Time,0
6145,467.22,gas,Residential,New York,269.51,peak,M-9336,Tampered,On-Time,1
6146,207.96,gas,Commercial,New York,196.78,peak,M-3055,Normal,On-Time,0
6147,495.61,gas,Commercial,Dallas,373.64,off-peak,M-9500,Normal,On-Time,0
6148,396.62,electricity,Residential,Boston,183.11,peak,M-6086,Normal,On-Time,1
6149,58.15,electricity,Residential,New York,199.7,peak,M-8755,Normal,On-Time,0
6150,191.99,gas,Residential,Chicago,69.29,peak,M-1990,Normal,On-Time,1
6151,438,electricity,Commercial,New York,48.62,peak,M-9501,Normal,On-Time,1
6152,96.89,gas,Commercial,Boston,215.98,off-peak,M-1673,Tampered,Late,1
6153,400.6,gas,Residential,Los Angeles,343.5,off-peak,M-7607,Tampered,Late,1
6154,71.63,gas,Residential,Miami,286.54,peak,M-9154,Normal,Late,0
6155,225.46,electricity,Residential,Chicago,448.4,off-peak,M-3283,Tampered,On-Time,1
6156,88.28,electricity,Commercial,Seattle,430.8,peak,M-9976,Tampered,Late,1
6157,223.45,gas,Commercial,Dallas,158.89,off-peak,M-1159,Tampered,Late,1
6158,44.98,gas,Residential,Seattle,244.01,off-peak,M-6782,Normal,Late,0
6159,166.44,electricity,Commercial,Houston,258.47,off-peak,M-7610,Tampered,On-Time,1
6160,427.81,electricity,Residential,Seattle,333.29,peak,M-2832,Tampered,Late,1
6161,196.75,electricity,Commercial,Dallas,103.03,peak,M-9439,Normal,Late,0
6162,85.13,electricity,Commercial,Dallas,134.35,peak,M-9487,Normal,On-Time,0
6163,309.88,gas,Residential,Boston,48.38,peak,M-8792,Normal,On-Time,1
6164,422.35,electricity,Residential,Houston,71.38,off-peak,M-6044,Normal,On-Time,1
6165,236.67,gas,Commercial,Boston,357.41,off-peak,M-9162,Normal,On-Time,0
6166,438.27,gas,Residential,Seattle,306.74,peak,M-7760,Tampered,On-Time,1
6167,264.69,electricity,Residential,Houston,131.55,off-peak,M-2555,Tampered,Late,1
6168,449.94,electricity,Residential,Dallas,190.69,peak,M-6419,Normal,On-Time,1
6169,115.48,electricity,Residential,Chicago,458.96,off-peak,M-7624,Normal,On-Time,0
6170,318.36,gas,Residential,New York,485.06,off-peak,M-9951,Tampered,On-Time,1
6171,237.04,gas,Residential,New York,357.97,off-peak,M-1071,Tampered,On-Time,1
6172,265.42,electricity,Commercial,Houston,379.29,peak,M-7481,Tampered,Late,1
6173,358.35,electricity,Residential,Seattle,459.64,peak,M-2520,Normal,On-Time,0
6174,236.89,electricity,Residential,Boston,400.08,off-peak,M-5882,Tampered,On-Time,1
6175,103.57,gas,Residential,Boston,412.46,off-peak,M-8284,Tampered,Late,1
6176,59.69,electricity,Commercial,Houston,84.93,peak,M-7218,Tampered,On-Time,1
6177,124.71,gas,Commercial,New York,270.29,peak,M-2545,Tampered,Late,1
6178,143.7,gas,Residential,Miami,393.3,off-peak,M-5594,Tampered,Late,1
6179,340.45,electricity,Residential,Boston,382.44,peak,M-1581,Tampered,Late,1
6180,26.41,electricity,Commercial,New York,253.05,off-peak,M-7649,Normal,Late,0
6181,224.47,electricity,Commercial,New York,399.67,off-peak,M-6587,Tampered,Late,1
6182,492.84,electricity,Residential,Miami,107,off-peak,M-4735,Tampered,On-Time,1
6183,298.5,electricity,Residential,New York,221.58,off-peak,M-4994,Tampered,Late,1
6184,49.74,gas,Commercial,Boston,235.19,off-peak,M-8352,Normal,On-Time,0
6185,420.8,gas,Commercial,Chicago,21.54,off-peak,M-5880,Normal,Late,1
6186,87.01,gas,Commercial,Dallas,134.62,peak,M-5648,Normal,On-Time,0
6187,329.04,electricity,Commercial,Seattle,197.43,peak,M-7761,Tampered,On-Time,1
6188,391.65,electricity,Commercial,Miami,389.22,peak,M-9431,Normal,On-Time,0
6189,232.35,gas,Commercial,Boston,467.67,peak,M-1398,Tampered,On-Time,1
6190,243.38,electricity,Commercial,New York,366.56,peak,M-7850,Normal,Late,0
6191,349.53,electricity,Commercial,Houston,489.61,peak,M-4293,Normal,Late,0
6192,305.04,gas,Commercial,Los Angeles,434.07,peak,M-4065,Tampered,Late,1
6193,11.45,gas,Commercial,Los Angeles,401.81,off-peak,M-4864,Tampered,Late,1
6194,298.62,electricity,Residential,Miami,128.71,off-peak,M-7246,Normal,Late,1
6195,313.34,electricity,Commercial,Houston,127.58,off-peak,M-1827,Tampered,Late,1
6196,147.59,electricity,Commercial,Miami,89.79,peak,M-7808,Tampered,Late,1
6197,167.49,electricity,Commercial,Seattle,70.9,off-peak,M-5527,Tampered,Late,1
6198,114.3,electricity,Commercial,Houston,211.47,off-peak,M-3798,Tampered,Late,1
6199,137.44,gas,Commercial,Chicago,57.31,off-peak,M-9886,Normal,Late,1
6200,492.11,electricity,Residential,Dallas,429.37,off-peak,M-2397,Normal,On-Time,0
6201,298.45,gas,Commercial,Houston,100.83,off-peak,M-7137,Tampered,Late,1
6202,104.72,electricity,Residential,Miami,489.14,off-peak,M-3992,Tampered,On-Time,1
6203,70.2,gas,Residential,New York,9.35,peak,M-3450,Normal,Late,1
6204,133.94,gas,Commercial,Seattle,136.29,peak,M-4878,Normal,Late,0
6205,105.91,electricity,Residential,Los Angeles,322.86,off-peak,M-3665,Normal,On-Time,0
6206,432.5,gas,Residential,Dallas,372.69,peak,M-8344,Normal,On-Time,0
6207,476.63,gas,Residential,Seattle,87.62,peak,M-1258,Normal,Late,1
6208,129.42,electricity,Residential,Miami,434.22,peak,M-8585,Normal,On-Time,0
6209,440.81,gas,Commercial,Boston,249.93,peak,M-9601,Tampered,On-Time,1
6210,379.18,electricity,Residential,Los Angeles,14.18,off-peak,M-7606,Normal,Late,1
6211,203.7,gas,Residential,New York,98.11,peak,M-6123,Tampered,Late,1
6212,197.45,electricity,Residential,Los Angeles,54.57,off-peak,M-9389,Tampered,On-Time,1
6213,299.38,electricity,Commercial,Houston,185.49,off-peak,M-3764,Tampered,On-Time,1
6214,139.18,electricity,Residential,Chicago,323.8,peak,M-9846,Tampered,On-Time,1
6215,12.27,electricity,Commercial,New York,273.49,peak,M-4066,Normal,Late,0
6216,95.78,electricity,Residential,Dallas,332.33,off-peak,M-2334,Normal,Late,0
6217,308.37,gas,Commercial,Seattle,433.69,peak,M-5131,Normal,On-Time,0
6218,100.12,gas,Commercial,Seattle,247.28,off-peak,M-9837,Tampered,On-Time,1
6219,351.76,electricity,Commercial,Houston,87.07,off-peak,M-9583,Tampered,On-Time,1
6220,95.15,electricity,Commercial,New York,83.26,off-peak,M-8598,Normal,Late,0
6221,153.28,gas,Commercial,Seattle,269.39,off-peak,M-5998,Normal,On-Time,0
6222,318.12,gas,Residential,New York,145.81,peak,M-7110,Tampered,On-Time,1
6223,212.34,gas,Residential,Dallas,399.7,off-peak,M-7290,Tampered,Late,1
6224,219.19,electricity,Commercial,Chicago,150.89,peak,M-7688,Normal,Late,0
6225,308.88,gas,Commercial,Seattle,19.8,off-peak,M-8820,Tampered,On-Time,1
6226,33.61,gas,Commercial,Seattle,59.54,off-peak,M-6448,Tampered,On-Time,1
6227,200.64,electricity,Residential,Houston,5.48,peak,M-4995,Tampered,Late,1
6228,161.9,gas,Commercial,Chicago,424.32,peak,M-6239,Tampered,Late,1
6229,493.48,electricity,Commercial,Seattle,479.53,off-peak,M-6944,Normal,On-Time,0
6230,72.24,electricity,Commercial,Dallas,380.32,peak,M-5856,Tampered,Late,1
6231,419.14,electricity,Residential,Chicago,10.54,off-peak,M-5451,Tampered,Late,1
6232,324.39,gas,Residential,Houston,453.23,peak,M-5502,Normal,Late,0
6233,474.47,gas,Residential,Seattle,402.93,peak,M-2413,Normal,On-Time,0
6234,163.86,electricity,Commercial,Boston,111.54,peak,M-2839,Normal,Late,0
6235,250.11,electricity,Residential,Houston,227.44,peak,M-8623,Tampered,Late,1
6236,168.09,gas,Residential,Chicago,174.83,peak,M-4135,Tampered,Late,1
6237,497.17,gas,Residential,Miami,356.34,off-peak,M-7032,Tampered,Late,1
6238,485.71,gas,Commercial,Los Angeles,44.83,off-peak,M-9656,Normal,On-Time,1
6239,281.35,gas,Residential,Houston,42.63,off-peak,M-7228,Normal,On-Time,1
6240,77.24,electricity,Commercial,New York,243.43,peak,M-8661,Tampered,Late,1
6241,195.39,electricity,Residential,Dallas,97.52,peak,M-6163,Normal,On-Time,1
6242,447.38,gas,Residential,Dallas,33.13,off-peak,M-4075,Tampered,Late,1
6243,28.67,electricity,Commercial,New York,47.83,peak,M-5331,Tampered,Late,1
6244,175.94,electricity,Residential,Chicago,319.11,peak,M-4650,Tampered,On-Time,1
6245,460.58,gas,Commercial,Los Angeles,407.76,off-peak,M-7833,Normal,On-Time,0
6246,45.35,gas,Residential,Chicago,348.82,peak,M-9733,Tampered,On-Time,1
6247,67.49,gas,Residential,Seattle,372.57,peak,M-5879,Normal,Late,0
6248,494.08,gas,Residential,Houston,413.95,off-peak,M-6430,Tampered,Late,1
6249,129.9,gas,Commercial,Los Angeles,305.03,peak,M-2850,Tampered,Late,1
6250,224.35,electricity,Residential,Los Angeles,161.62,peak,M-8309,Normal,On-Time,0
6251,40.2,electricity,Commercial,Houston,264.42,peak,M-7367,Tampered,On-Time,1
6252,489.59,electricity,Residential,New York,125.87,off-peak,M-8566,Normal,Late,1
6253,386.29,electricity,Residential,Seattle,97.43,peak,M-6690,Tampered,On-Time,1
6254,455.89,gas,Residential,Boston,468.31,peak,M-1116,Tampered,On-Time,1
6255,295.72,electricity,Commercial,Los Angeles,307.2,off-peak,M-8535,Normal,On-Time,0
6256,371.74,gas,Residential,Los Angeles,336.07,peak,M-1541,Tampered,On-Time,1
6257,407.91,gas,Residential,New York,294.09,peak,M-1087,Tampered,Late,1
6258,327.47,gas,Residential,Los Angeles,68.16,off-peak,M-5914,Normal,Late,1
6259,391.95,gas,Commercial,New York,331.09,off-peak,M-7020,Normal,On-Time,0
6260,351.27,gas,Residential,Seattle,31.69,off-peak,M-5225,Normal,On-Time,1
6261,278.31,electricity,Residential,Boston,485.12,peak,M-9326,Tampered,Late,1
6262,400.03,gas,Commercial,New York,202.58,off-peak,M-7148,Tampered,Late,1
6263,471.08,electricity,Residential,Miami,75.64,peak,M-8090,Normal,Late,1
6264,212.5,gas,Commercial,Boston,311.87,peak,M-1839,Tampered,Late,1
6265,116.98,electricity,Residential,Los Angeles,47.42,off-peak,M-2219,Normal,On-Time,1
6266,303.97,gas,Residential,Miami,474.35,peak,M-2978,Tampered,On-Time,1
6267,336.86,electricity,Commercial,Houston,367.63,peak,M-6234,Normal,On-Time,0
6268,407.71,electricity,Residential,Los Angeles,108.3,off-peak,M-1800,Normal,On-Time,1
6269,291.25,electricity,Residential,Miami,39.41,off-peak,M-6919,Normal,Late,1
6270,91.77,gas,Residential,New York,114.94,off-peak,M-4783,Normal,On-Time,0
6271,146.49,gas,Residential,Seattle,5.65,off-peak,M-6470,Normal,Late,1
6272,460.78,electricity,Commercial,Chicago,163.16,off-peak,M-7535,Tampered,On-Time,1
6273,10.95,gas,Residential,Dallas,266.83,peak,M-8670,Normal,Late,0
6274,365.51,electricity,Commercial,Los Angeles,449.81,peak,M-2487,Normal,Late,0
6275,374.66,gas,Residential,Miami,457.79,peak,M-3779,Tampered,On-Time,1
6276,132.03,electricity,Commercial,Boston,137.28,off-peak,M-6659,Tampered,On-Time,1
6277,47.85,gas,Commercial,Chicago,185.87,off-peak,M-8312,Normal,Late,0
6278,444.17,gas,Commercial,Los Angeles,419.02,off-peak,M-9975,Tampered,On-Time,1
6279,166.94,gas,Commercial,Miami,156.77,off-peak,M-2549,Normal,Late,0
6280,323.89,gas,Residential,Dallas,166.07,peak,M-8761,Normal,On-Time,0
6281,29.26,electricity,Residential,Houston,234.92,off-peak,M-3696,Tampered,Late,1
6282,229.6,electricity,Commercial,Dallas,436.13,off-peak,M-9412,Tampered,On-Time,1
6283,334.22,gas,Commercial,Chicago,253.32,peak,M-9001,Normal,On-Time,0
6284,488.71,electricity,Commercial,Houston,244.63,off-peak,M-6444,Normal,On-Time,0
6285,167.28,electricity,Residential,Boston,419.12,peak,M-5730,Tampered,On-Time,1
6286,189.28,gas,Residential,Chicago,234.41,off-peak,M-6805,Tampered,On-Time,1
6287,262.05,electricity,Commercial,Houston,238,off-peak,M-3830,Normal,On-Time,0
6288,318.23,electricity,Residential,Seattle,218.85,peak,M-1046,Normal,Late,0
6289,146.63,electricity,Commercial,New York,164.5,peak,M-9338,Tampered,On-Time,1
6290,36.57,gas,Residential,New York,68.08,off-peak,M-3575,Normal,Late,0
6291,379.19,electricity,Residential,Boston,187.57,off-peak,M-1104,Tampered,Late,1
6292,473.65,gas,Commercial,Boston,296.56,off-peak,M-9848,Tampered,Late,1
6293,32.03,gas,Residential,Boston,240.77,peak,M-6234,Normal,Late,0
6294,352.45,gas,Residential,Seattle,114.17,off-peak,M-4292,Tampered,On-Time,1
6295,278.8,electricity,Residential,New York,91.61,off-peak,M-1604,Normal,Late,1
6296,325.53,electricity,Commercial,Houston,14.46,off-peak,M-8304,Normal,Late,1
6297,145.87,gas,Residential,New York,428.81,peak,M-8096,Normal,Late,0
6298,134.23,electricity,Residential,Seattle,123.87,peak,M-7899,Normal,On-Time,0
6299,26.57,gas,Residential,Dallas,2.04,peak,M-2095,Normal,Late,1
6300,76.62,gas,Residential,New York,107.34,peak,M-4747,Tampered,Late,1
6301,201.04,electricity,Residential,New York,319.58,off-peak,M-7463,Tampered,Late,1
6302,78.09,electricity,Residential,New York,216.09,peak,M-5515,Normal,Late,0
6303,31.83,gas,Residential,Houston,414.97,off-peak,M-1085,Normal,Late,0
6304,49.55,gas,Commercial,Houston,65.99,peak,M-3860,Tampered,On-Time,1
6305,239.8,electricity,Residential,Dallas,465.27,off-peak,M-6218,Normal,Late,0
6306,249.67,electricity,Commercial,Boston,429.22,peak,M-9342,Normal,Late,0
6307,274.34,electricity,Commercial,Boston,70.12,peak,M-7533,Tampered,On-Time,1
6308,411.59,gas,Residential,Houston,366.76,off-peak,M-9167,Tampered,On-Time,1
6309,403.57,electricity,Residential,Seattle,205.18,peak,M-9375,Tampered,On-Time,1
6310,92.42,electricity,Residential,Miami,336.63,off-peak,M-2313,Tampered,On-Time,1
6311,147.44,gas,Commercial,Houston,145.43,off-peak,M-4742,Normal,Late,0
6312,155.58,gas,Commercial,Dallas,102.44,off-peak,M-6787,Normal,Late,0
6313,406.71,gas,Commercial,Houston,127.76,peak,M-8665,Tampered,On-Time,1
6314,144.56,electricity,Residential,Miami,382.79,peak,M-5064,Normal,On-Time,0
6315,395.82,electricity,Residential,Chicago,306.8,peak,M-7319,Normal,On-Time,0
6316,272.7,gas,Commercial,Dallas,96.36,off-peak,M-7019,Tampered,Late,1
6317,80.35,electricity,Residential,Chicago,300.56,peak,M-7302,Tampered,Late,1
6318,28.53,electricity,Residential,Seattle,437.03,peak,M-6767,Normal,Late,0
6319,80.51,gas,Commercial,Seattle,407.02,peak,M-1397,Normal,Late,0
6320,218.4,electricity,Commercial,Seattle,0.19,peak,M-9271,Tampered,Late,1
6321,378.82,gas,Commercial,Chicago,122.87,peak,M-2754,Normal,Late,1
6322,448.92,electricity,Residential,Miami,291.28,off-peak,M-7819,Normal,On-Time,0
6323,27.85,electricity,Commercial,Boston,156.29,peak,M-3747,Tampered,On-Time,1
6324,293.02,gas,Residential,Chicago,325.52,peak,M-7303,Normal,Late,0
6325,242.39,electricity,Residential,Miami,67.07,off-peak,M-3655,Tampered,Late,1
6326,126.33,electricity,Residential,Chicago,224.19,off-peak,M-1572,Normal,Late,0
6327,114.11,gas,Commercial,Dallas,200.11,peak,M-5074,Tampered,On-Time,1
6328,295.05,electricity,Commercial,Chicago,158.24,off-peak,M-5749,Normal,On-Time,0
6329,303.15,gas,Residential,Boston,451.81,peak,M-9476,Normal,Late,0
6330,413.14,electricity,Residential,Chicago,333.69,off-peak,M-4882,Tampered,On-Time,1
6331,237.86,electricity,Residential,Dallas,160.08,peak,M-2943,Normal,On-Time,0
6332,443.79,gas,Commercial,Chicago,236.25,off-peak,M-4482,Tampered,Late,1
6333,107.17,electricity,Residential,Dallas,416.56,off-peak,M-2901,Tampered,On-Time,1
6334,255.16,electricity,Residential,Seattle,356.68,peak,M-3610,Tampered,On-Time,1
6335,54.66,gas,Residential,Dallas,58.07,peak,M-2411,Tampered,On-Time,1
6336,368.76,electricity,Residential,Los Angeles,408.48,off-peak,M-3186,Normal,On-Time,0
6337,223.66,electricity,Residential,Miami,289.67,off-peak,M-3855,Normal,On-Time,0
6338,244.97,gas,Commercial,Miami,350.14,off-peak,M-2066,Tampered,On-Time,1
6339,413.21,gas,Residential,Houston,336.9,off-peak,M-5602,Normal,Late,0
6340,472.83,gas,Commercial,Miami,124.17,off-peak,M-8945,Normal,On-Time,1
6341,480.95,electricity,Commercial,Dallas,316.08,peak,M-9379,Normal,On-Time,0
6342,469.59,gas,Commercial,Houston,190.34,peak,M-2906,Tampered,On-Time,1
6343,225.59,electricity,Commercial,Houston,8.81,off-peak,M-9614,Tampered,Late,1
6344,298.85,gas,Commercial,Boston,93.6,off-peak,M-3303,Normal,Late,1
6345,329.88,electricity,Commercial,Seattle,279.27,off-peak,M-1593,Tampered,On-Time,1
6346,404.3,gas,Residential,Boston,61.62,peak,M-2653,Normal,On-Time,1
6347,155.73,electricity,Commercial,Boston,186.79,peak,M-9705,Normal,On-Time,0
6348,200.26,gas,Residential,Los Angeles,67.65,off-peak,M-6178,Normal,Late,1
6349,36.86,electricity,Commercial,Los Angeles,490.97,off-peak,M-2186,Tampered,On-Time,1
6350,129.53,electricity,Commercial,Houston,93.68,peak,M-4874,Normal,On-Time,0
6351,81.3,gas,Residential,Houston,330.12,peak,M-8199,Normal,On-Time,0
6352,226.32,gas,Commercial,Miami,178.51,peak,M-2404,Normal,Late,0
6353,431.86,gas,Commercial,Miami,11.09,off-peak,M-8438,Tampered,Late,1
6354,395.83,gas,Commercial,Chicago,455.14,off-peak,M-3233,Normal,Late,0
6355,332.92,gas,Residential,Los Angeles,301.5,off-peak,M-2177,Tampered,On-Time,1
6356,7.95,electricity,Commercial,New York,485.62,peak,M-1203,Tampered,On-Time,1
6357,156.09,electricity,Commercial,Houston,343.17,off-peak,M-8440,Tampered,On-Time,1
6358,438.21,electricity,Commercial,Chicago,480.71,off-peak,M-2928,Normal,On-Time,0
6359,85.86,electricity,Residential,New York,74.55,off-peak,M-1860,Tampered,Late,1
6360,316.88,gas,Commercial,Houston,332.08,off-peak,M-6278,Normal,On-Time,0
6361,311.06,gas,Residential,Los Angeles,274.11,peak,M-7228,Tampered,Late,1
6362,441.02,electricity,Commercial,Los Angeles,208.88,off-peak,M-9807,Normal,Late,1
6363,195.23,gas,Commercial,Miami,289.49,off-peak,M-7856,Tampered,Late,1
6364,114.75,electricity,Residential,New York,67.07,off-peak,M-6691,Tampered,On-Time,1
6365,58.2,electricity,Residential,New York,313.81,off-peak,M-5858,Normal,Late,0
6366,499.87,electricity,Commercial,Boston,494.7,peak,M-1899,Normal,On-Time,0
6367,35.3,gas,Commercial,Los Angeles,75.31,off-peak,M-9003,Normal,Late,0
6368,461.17,electricity,Residential,Los Angeles,48.24,off-peak,M-9889,Tampered,On-Time,1
6369,30.54,gas,Residential,Chicago,137.66,off-peak,M-8011,Tampered,Late,1
6370,439.43,electricity,Commercial,Miami,352.33,off-peak,M-5977,Normal,Late,0
6371,330.01,electricity,Commercial,New York,429.72,peak,M-6161,Tampered,On-Time,1
6372,471.49,electricity,Commercial,Miami,390.53,peak,M-6994,Normal,Late,0
6373,393.32,gas,Commercial,Los Angeles,60.22,peak,M-6587,Tampered,Late,1
6374,17.35,electricity,Commercial,Houston,416.81,peak,M-6468,Tampered,On-Time,1
6375,357.55,gas,Residential,Dallas,121.66,peak,M-2207,Tampered,Late,1
6376,401.01,gas,Residential,Houston,30,off-peak,M-1785,Normal,Late,1
6377,425.1,electricity,Residential,Boston,286.56,peak,M-9774,Normal,Late,0
6378,175.89,electricity,Commercial,Boston,467.9,peak,M-5365,Normal,Late,0
6379,419.6,gas,Commercial,Boston,337.35,off-peak,M-5630,Normal,Late,0
6380,495.52,electricity,Residential,Dallas,222.14,peak,M-5908,Normal,Late,1
6381,51.12,gas,Residential,Seattle,404.69,peak,M-3780,Tampered,Late,1
6382,193.78,electricity,Commercial,Boston,498.65,off-peak,M-9224,Tampered,On-Time,1
6383,344,electricity,Residential,Los Angeles,447.07,off-peak,M-3674,Tampered,Late,1
6384,357.31,electricity,Commercial,Chicago,60.92,peak,M-4762,Tampered,On-Time,1
6385,336.53,electricity,Residential,Dallas,474.99,off-peak,M-8746,Normal,Late,0
6386,287.6,electricity,Residential,Dallas,441.37,off-peak,M-2078,Normal,Late,0
6387,269.01,electricity,Residential,Boston,189.35,off-peak,M-6195,Tampered,Late,1
6388,483.11,electricity,Commercial,Boston,457.12,off-peak,M-6445,Normal,On-Time,0
6389,114.27,gas,Commercial,Dallas,300.54,off-peak,M-4283,Normal,Late,0
6390,480.64,electricity,Residential,Boston,268.89,off-peak,M-9201,Normal,On-Time,0
6391,247.68,gas,Commercial,Dallas,12.33,peak,M-2377,Tampered,On-Time,1
6392,28.51,gas,Residential,Miami,342.65,peak,M-2820,Normal,On-Time,0
6393,201.8,gas,Commercial,Miami,48.52,peak,M-8441,Tampered,Late,1
6394,49.65,gas,Residential,Seattle,452.11,off-peak,M-2216,Normal,Late,0
6395,350.49,electricity,Commercial,Boston,19.37,peak,M-5025,Normal,On-Time,1
